S. No.,university,college,College Type,State Name,District Name
232,"Acharya Nagarjuna University, Guntur ","Sri Gowtham College of Education, Darsi ",Affiliated College,Andhra Pradesh,Prakasam
233,"Acharya Nagarjuna University, Guntur ","Sri Gowtham Degree College, Kandulapuram ",Affiliated College,Andhra Pradesh,Prakasam
234,"Acharya Nagarjuna University, Guntur ","Sri Gowthami Degree College, Darsi ",Affiliated College,Andhra Pradesh,Prakasam
235,"Acharya Nagarjuna University, Guntur ","Sri Harsha's Womens Degree College, Cumbum ",Affiliated College,Andhra Pradesh,Prakasam
236,"Acharya Nagarjuna University, Guntur ","Sri Harshini Degree College, Martur ",Affiliated College,Andhra Pradesh,Prakasam
237,"Acharya Nagarjuna University, Guntur ","Sri Harshini Degree College, Ongole ",Affiliated College,Andhra Pradesh,Prakasam
238,"Acharya Nagarjuna University, Guntur ","Sri Jeevana Jyothi Degree College, Giddalur ",Affiliated College,Andhra Pradesh,Prakasam
239,"Acharya Nagarjuna University, Guntur ",Sriji Degree College ,Affiliated College,Andhra Pradesh,Prakasam
240,"Acharya Nagarjuna University, Guntur ","Sri Kakatiya Degree College, Predakurapadu ",Affiliated College,Andhra Pradesh,Guntur
241,"Acharya Nagarjuna University, Guntur ",Sri Kandula Obula Reddy Degree College ,Affiliated College,Andhra Pradesh,Prakasam
242,"Acharya Nagarjuna University, Guntur ",Sri Karthikeya Degree College - Guntur ,Affiliated College,Andhra Pradesh,Guntur
243,"Acharya Nagarjuna University, Guntur ",Sri Mahaveer Memorial Jain Degree College ,Affiliated College,Andhra Pradesh,Guntur
244,"Acharya Nagarjuna University, Guntur ",Sri Majeti Guravaiah Degree College ,Affiliated College,Andhra Pradesh,Guntur
245,"Acharya Nagarjuna University, Guntur ",Sri Nagarjuna Degree College ,Affiliated College,Andhra Pradesh,Prakasam
246,"Acharya Nagarjuna University, Guntur ",Sri Potti Sriramulu Degree College ,Affiliated College,Andhra Pradesh,Prakasam
247,"Acharya Nagarjuna University, Guntur ",Sri Prasannanjaneya Degree College ,Affiliated College,Andhra Pradesh,Prakasam
248,"Acharya Nagarjuna University, Guntur ",Sri Prathidba Degree College ,Affiliated College,Andhra Pradesh,Prakasam
249,"Acharya Nagarjuna University, Guntur ","Sri Pratibha Degree College, Ongole ",Affiliated College,Andhra Pradesh,Prakasam
250,"Acharya Nagarjuna University, Guntur ","Sri Raja Rajeswari College of Education, Giddalur ",Affiliated College,Andhra Pradesh,Prakasam
251,"Acharya Nagarjuna University, Guntur ",Sri Rama Krishna Degree College ,Affiliated College,Andhra Pradesh,Prakasam
252,"Acharya Nagarjuna University, Guntur ","Sri Sadhana Degree College, Markapur ",Affiliated College,Andhra Pradesh,Prakasam
253,"Acharya Nagarjuna University, Guntur ",Sri Sai Degree College ,Affiliated College,Andhra Pradesh,Guntur
254,"Acharya Nagarjuna University, Guntur ","Sri Sai Degree College, Repalle ",Affiliated College,Andhra Pradesh,Guntur
255,"Acharya Nagarjuna University, Guntur ",Sri Sarada Niketanam Oriental College ,Affiliated College,Andhra Pradesh,Guntur
256,"Acharya Nagarjuna University, Guntur ","Sri Sidhartha Degree College, Bestavaripeta ",Affiliated College,Andhra Pradesh,Prakasam
257,"Acharya Nagarjuna University, Guntur ",Sri Tatiparthi Venkata Reddy Memorial College of Education ,Affiliated College,Andhra Pradesh,Prakasam
258,"Acharya Nagarjuna University, Guntur ",Sri Vasavi Kanyaka Parameswari Degree College ,Affiliated College,Andhra Pradesh,Guntur
259,"Acharya Nagarjuna University, Guntur ",Sri Venkateswara Balakuteer College of Education ,Affiliated College,Andhra Pradesh,Guntur
260,"Acharya Nagarjuna University, Guntur ",Sri Venkateswara College of Education ,Affiliated College,Andhra Pradesh,Guntur
261,"Acharya Nagarjuna University, Guntur ","Sri Venkateswara College of Education, Darsi ",Affiliated College,Andhra Pradesh,Prakasam
262,"Acharya Nagarjuna University, Guntur ",Sri Venkateswara Degree College ,Affiliated College,Andhra Pradesh,Guntur
263,"Acharya Nagarjuna University, Guntur ","Sri Venkateswara Degree College, Guntur ",Affiliated College,Andhra Pradesh,Guntur
264,"Acharya Nagarjuna University, Guntur ","Sri Venkateswara Degree College, Nakirekallu ",Affiliated College,Andhra Pradesh,Guntur
265,"Acharya Nagarjuna University, Guntur ",Sri Venkateswara & Sri Satyadev Degree College ,Affiliated College,Andhra Pradesh,Guntur
266,"Acharya Nagarjuna University, Guntur ","Sri Vivekananda Degree College, Podili ",Affiliated College,Andhra Pradesh,Prakasam
267,"Acharya Nagarjuna University, Guntur ",S.S. Arts & Science College ,Affiliated College,Andhra Pradesh,Prakasam
268,"Acharya Nagarjuna University, Guntur ",S.S. & N. College ,Affiliated College,Andhra Pradesh,Guntur
269,"Acharya Nagarjuna University, Guntur ",S.S.N. Degree College ,Affiliated College,Andhra Pradesh,Prakasam
270,"Acharya Nagarjuna University, Guntur ","S.S.N Degree College, Podili ",Affiliated College,Andhra Pradesh,Prakasam
271,"Acharya Nagarjuna University, Guntur ",St. Anns College for Women ,Affiliated College,Andhra Pradesh,Guntur
272,"Acharya Nagarjuna University, Guntur ",St. Ignatious Degree College ,Affiliated College,Andhra Pradesh,Guntur
273,"Acharya Nagarjuna University, Guntur ",St. John College of Education ,Affiliated College,Andhra Pradesh,Prakasam
274,"Acharya Nagarjuna University, Guntur ",St. Joseph's College of Education for Women ,Affiliated College,Andhra Pradesh,Guntur
275,"Acharya Nagarjuna University, Guntur ",St Mark NTR College of Education ,Affiliated College,Andhra Pradesh,Guntur
276,"Acharya Nagarjuna University, Guntur ","St Mary's B.Ed College, Podili ",Affiliated College,Andhra Pradesh,Prakasam
277,"Acharya Nagarjuna University, Guntur ",St. Paul's College of Education ,Affiliated College,Andhra Pradesh,Prakasam
278,"Acharya Nagarjuna University, Guntur ",St. Peter & G. Krishna College of Education ,Affiliated College,Andhra Pradesh,Guntur
279,"Acharya Nagarjuna University, Guntur ","St. Theressa Degree College - Hotel Management, Tenali ",Affiliated College,Andhra Pradesh,Guntur
280,"Acharya Nagarjuna University, Guntur ",St. Xavier Institute of Pharmacy ,Affiliated College,Andhra Pradesh,Guntur
281,"Acharya Nagarjuna University, Guntur ",S.V. Arts & Science College ,Affiliated College,Andhra Pradesh,Prakasam
282,"Acharya Nagarjuna University, Guntur ","S.V.B.S Degree College, Komarole ",Affiliated College,Andhra Pradesh,Prakasam
283,"Acharya Nagarjuna University, Guntur ","S.V.K.P. Arts, Science & Commerce College ",Affiliated College,Andhra Pradesh,Prakasam
284,"Acharya Nagarjuna University, Guntur ",S.V.K.P. College ,Affiliated College,Andhra Pradesh,Prakasam
285,"Acharya Nagarjuna University, Guntur ",S.V.K.P. Degree College ,Affiliated College,Andhra Pradesh,Prakasam
286,"Acharya Nagarjuna University, Guntur ","S.V.K.P P.G College, Cumbum ",Affiliated College,Andhra Pradesh,Prakasam
287,"Acharya Nagarjuna University, Guntur ",S.V.R.M. College ,Affiliated College,Andhra Pradesh,Guntur
288,"Acharya Nagarjuna University, Guntur ","Sweekaar College of Special Education (M.R), Guntur ",Affiliated College,Andhra Pradesh,Guntur
289,"Acharya Nagarjuna University, Guntur ","Sweekaar Degree College, Guntur ",Affiliated College,Andhra Pradesh,Guntur
290,"Acharya Nagarjuna University, Guntur ",Tarlapadu College of Education ,Affiliated College,Andhra Pradesh,Prakasam
291,"Acharya Nagarjuna University, Guntur ",TCMT College ,Affiliated College,Andhra Pradesh,Prakasam
292,"Acharya Nagarjuna University, Guntur ",Thotakura RamaKotaiah College of Education ,Affiliated College,Andhra Pradesh,Guntur
293,"Acharya Nagarjuna University, Guntur ","Tiyyagura Sitarami Reddy Degree College, Piduguralla ",Affiliated College,Andhra Pradesh,Guntur
294,"Acharya Nagarjuna University, Guntur ",T.J.P.S. College ,Affiliated College,Andhra Pradesh,Guntur
295,"Acharya Nagarjuna University, Guntur ",T.R.R. Govt. Degree College ,Affiliated College,Andhra Pradesh,Prakasam
296,"Acharya Nagarjuna University, Guntur ",T.R.R. & S. Degree College ,Affiliated College,Andhra Pradesh,Guntur
297,"Acharya Nagarjuna University, Guntur ","University COllege of Arts, Commerce and Law ",Constituent / University College,Andhra Pradesh,Guntur
298,"Acharya Nagarjuna University, Guntur ",University College of Engineering & Technology ,Constituent / University College,Andhra Pradesh,Guntur
299,"Acharya Nagarjuna University, Guntur ",University College of Pharmaceutical Sciences ,Constituent / University College,Andhra Pradesh,Guntur
300,"Acharya Nagarjuna University, Guntur ",University College of Physical Education and Sports Sciences ,Constituent / University College,Andhra Pradesh,Guntur
301,"Acharya Nagarjuna University, Guntur ",University Collge of Architecture & Planning ,Constituent / University College,Andhra Pradesh,Guntur
302,"Acharya Nagarjuna University, Guntur ",University Collge of Sciences ,Constituent / University College,Andhra Pradesh,Guntur
303,"Acharya Nagarjuna University, Guntur ","Vagdevi College of Pharmacy, Gurazala ",Affiliated College,Andhra Pradesh,Guntur
304,"Acharya Nagarjuna University, Guntur ","Vagdevi Degree College, Rentachintala ",Affiliated College,Andhra Pradesh,Guntur
305,"Acharya Nagarjuna University, Guntur ",Vasavi Degree College for Women ,Affiliated College,Andhra Pradesh,Guntur
306,"Acharya Nagarjuna University, Guntur ","Vasavi MBA & MCA College, Kandulapuram ",Affiliated College,Andhra Pradesh,Prakasam
307,"Acharya Nagarjuna University, Guntur ",Vellanki College of Education ,Affiliated College,Andhra Pradesh,Guntur
308,"Acharya Nagarjuna University, Guntur ",Venigalla Jayasri Ram College ,Affiliated College,Andhra Pradesh,Guntur
309,"Acharya Nagarjuna University, Guntur ","Venkateswara College of Eduation, Besthavaripeta ",Affiliated College,Andhra Pradesh,Prakasam
310,"Acharya Nagarjuna University, Guntur ","Victoria College of Pharmacy, Nallapadu ",Affiliated College,Andhra Pradesh,Guntur
311,"Acharya Nagarjuna University, Guntur ","Vidya Kendran Degree College, Sattenapalli ",Affiliated College,Andhra Pradesh,Guntur
312,"Acharya Nagarjuna University, Guntur ","Vignan Degree College, Chemakurthi ",Affiliated College,Andhra Pradesh,Prakasam
313,"Acharya Nagarjuna University, Guntur ","Vignan Degree College, Guntur ",Affiliated College,Andhra Pradesh,Guntur
314,"Acharya Nagarjuna University, Guntur ","Vijaya Jyothi Degree College, Mangalagiri ",Affiliated College,Andhra Pradesh,Guntur
315,"Acharya Nagarjuna University, Guntur ",Vijayateja Degree College ,Affiliated College,Andhra Pradesh,Prakasam
316,"Acharya Nagarjuna University, Guntur ","Vikas Degree College, Macherla ",Affiliated College,Andhra Pradesh,Guntur
317,"Acharya Nagarjuna University, Guntur ",Vinukonda B.Ed. College ,Affiliated College,Andhra Pradesh,Guntur
318,"Acharya Nagarjuna University, Guntur ",Vision Institute of Sciences & Technology ,Affiliated College,Andhra Pradesh,Guntur
319,"Acharya Nagarjuna University, Guntur ",Viveka Arts & Science Degree College ,Affiliated College,Andhra Pradesh,Prakasam
320,"Acharya Nagarjuna University, Guntur ","Viveka College of Education, Vaddesangam ",Affiliated College,Andhra Pradesh,Prakasam
321,"Acharya Nagarjuna University, Guntur ","Vivekananda College of Education, Kandukur ",Affiliated College,Andhra Pradesh,Prakasam
322,"Acharya Nagarjuna University, Guntur ","VJ&BL Degree College, Mangalagiri ",Affiliated College,Andhra Pradesh,Guntur
323,"Acharya Nagarjuna University, Guntur ",V.R.S. & Y.R.N. College ,Affiliated College,Andhra Pradesh,Prakasam
324,"Acharya Nagarjuna University, Guntur ",V.S.R. & A.M. Degree College ,Affiliated College,Andhra Pradesh,Prakasam
325,"Acharya Nagarjuna University, Guntur ",V.S.R. & N.V.R. College ,Affiliated College,Andhra Pradesh,Guntur
326,"Acharya Nagarjuna University, Guntur ",V.T.J.M. & I.V.T.R. Degree College ,Affiliated College,Andhra Pradesh,Guntur
327,"Acharya Nagarjuna University, Guntur ",V.V. & M. College ,Affiliated College,Andhra Pradesh,Prakasam
328,"Acharya Nagarjuna University, Guntur ",Vyshnavi College of Education ,Affiliated College,Andhra Pradesh,Guntur
329,"Acharya Nagarjuna University, Guntur ","Vyshnavi Degree College, Thripurantakam ",Affiliated College,Andhra Pradesh,Prakasam
330,"Acharya Nagarjuna University, Guntur ",Y.A. Govt. College for Women ,Affiliated College,Andhra Pradesh,Prakasam
331,"Acharya Nagarjuna University, Guntur ","Yaswanth College of Education,Bestavaripeta ",Affiliated College,Andhra Pradesh,Prakasam
332,"Acharya NG Ranga Agricultural University, Hyderabad ","Agricultultural College, Bapatla ",Constituent / University College,Andhra Pradesh,Guntur
333,"Acharya NG Ranga Agricultural University, Hyderabad ","Agricultural College, Aswaraopet ",Constituent / University College,Telangana,Khammam
334,"Acharya NG Ranga Agricultural University, Hyderabad ","Agricultural College, Jagtial ",Constituent / University College,Telangana,Karimnagar
335,"Acharya NG Ranga Agricultural University, Hyderabad ","Agricultural College, Mahanandi ",Constituent / University College,Andhra Pradesh,Kurnool
336,"Acharya NG Ranga Agricultural University, Hyderabad ","Agricultural College, Naira ",Constituent / University College,Andhra Pradesh,Srikakulam
337,"Acharya NG Ranga Agricultural University, Hyderabad ","Agricultural College, Rajahmundry ",Constituent / University College,Andhra Pradesh,East Godavari
338,"Acharya NG Ranga Agricultural University, Hyderabad ","Collage of Agriculture, Rajendranagar ",Constituent / University College,Telangana,Rangareddy
339,"Acharya NG Ranga Agricultural University, Hyderabad ","College of Agricultural Engineering, Bapatla ",Constituent / University College,Andhra Pradesh,Guntur
340,"Acharya NG Ranga Agricultural University, Hyderabad ","College of Agricultural Engineering, Madakasira ",Constituent / University College,Andhra Pradesh,Anantapur
341,"Acharya NG Ranga Agricultural University, Hyderabad ","College of Food Science and Technology, Bapatla ",Constituent / University College,Andhra Pradesh,Guntur
342,"Acharya NG Ranga Agricultural University, Hyderabad ","College of Food Science and Technology, Pulivendula ",Constituent / University College,Andhra Pradesh,Y.S.R.
343,"Acharya NG Ranga Agricultural University, Hyderabad ","College of Home Science, Hyderabad ",Constituent / University College,Telangana,Hyderabad
344,"Acharya NG Ranga Agricultural University, Hyderabad ","S.V. Agricultural College, Tirupathi ",Constituent / University College,Andhra Pradesh,Chittoor
345,ADESH UNIVERSITY ,"Adesh Institute of Dental Sciences & Research, Baranala Road, Bathinda ",Constituent / University College,Punjab,Bathinda
346,ADESH UNIVERSITY ,"Adesh Institute of Medical Sciences & Research, Barnala Road ",Constituent / University College,Punjab,Bathinda
347,ADESH UNIVERSITY ,"Adesh Institute of Pharmacy & Biomedical Sciences, Bathinda ",Constituent / University College,Punjab,Bathinda
348,ADESH UNIVERSITY ,"College of Nursing, Adesh Institute of Medical Sciences & Research, Bathinda ",Constituent / University College,Punjab,Bathinda
349,ADESH UNIVERSITY ,"College of Physiotherapy, Adesh Institute of Medical Sciences & Research, Bathinda ",Constituent / University College,Punjab,Bathinda
350,"Adikavi Nannaya University, Rajahmundry, East Godawari ",ABHYUDAYA DEGREE COLLEGE ,Affiliated College,Andhra Pradesh,West Godavari
351,"Adikavi Nannaya University, Rajahmundry, East Godawari ",Adarsa Degree College ,Affiliated College,Andhra Pradesh,East Godavari
352,"Adikavi Nannaya University, Rajahmundry, East Godawari ","Aditya Degree College, Cinema Road, Tatipaka ",Affiliated College,Andhra Pradesh,East Godavari
353,"Adikavi Nannaya University, Rajahmundry, East Godawari ","Aditya Degree College for Women, Rajahmundry ",Affiliated College,Andhra Pradesh,East Godavari
354,"Adikavi Nannaya University, Rajahmundry, East Godawari ","Aditya Degree College for Women, Santinagar, Kakinada ",Affiliated College,Andhra Pradesh,East Godavari
355,"Adikavi Nannaya University, Rajahmundry, East Godawari ","ADITYA DEGREE COLLEGE, PALAKOL ",Affiliated College,Andhra Pradesh,West Godavari
356,"Adikavi Nannaya University, Rajahmundry, East Godawari ","Aditya Degree College, Santinagar, Kakinada ",Affiliated College,Andhra Pradesh,East Godavari
357,"Adikavi Nannaya University, Rajahmundry, East Godawari ","Aditya Degree College, Thadithota, Rajahmundry, EG Dist ",Affiliated College,Andhra Pradesh,East Godavari
358,"Adikavi Nannaya University, Rajahmundry, East Godawari ",A.K.R.G. College ,Affiliated College,Andhra Pradesh,West Godavari
359,"Adikavi Nannaya University, Rajahmundry, East Godawari ",A.K.R.G. DEGREE COLLEGE ,Affiliated College,Andhra Pradesh,West Godavari
360,"Adikavi Nannaya University, Rajahmundry, East Godawari ",AKULA GOPAIAH DEGREE COLLEGE ,Affiliated College,Andhra Pradesh,West Godavari
361,"Adikavi Nannaya University, Rajahmundry, East Godawari ",Al Ameer Institute of Management & Tech ,Affiliated College,Andhra Pradesh,East Godavari
362,"Adikavi Nannaya University, Rajahmundry, East Godawari ",Amrutha Arts & Science Degree College ,Affiliated College,Andhra Pradesh,East Godavari
363,"Adikavi Nannaya University, Rajahmundry, East Godawari ",Andhra Kesari Degree College ,Affiliated College,Andhra Pradesh,East Godavari
364,"Adikavi Nannaya University, Rajahmundry, East Godawari ",Andhra Womens Sanskrit College ,Affiliated College,Andhra Pradesh,East Godavari
365,"Adikavi Nannaya University, Rajahmundry, East Godawari ",ANNAPURNA DEGREE COLLEGE ,Affiliated College,Andhra Pradesh,West Godavari
